Table ID,Types
2-12241980-2,real; text; real; text; real; real; real; real; real; real
2-12245471-1,text; text; text; text; text; real
2-12250787-1,text; real; text; text; text
2-12254956-1,real; dense_vector; real; real; real; real; real; real; real
2-12256602-4,text; text; text; text; text; real; real
2-12256602-7,text; text; text; text; text; real; real
2-12259172-1,real; text; text; text; text; text
2-12259352-1,text; dense_vector; text; real; real; real
2-12261376-1,text; text; text; text; text
2-12261849-1,text; text; text; text; text
2-12264570-2,text; dense_vector; text; text; text; text; text; text
2-1226461-1,real; dense_vector; text; text; real
2-1226465-1,real; text; text; text; real
2-1226466-1,real; text; text; text; text
2-1226514-1,real; text; text; text; real
2-1226547-1,real; text; text; text; real
2-1226549-3,text; text; text; text; text
2-1226556-1,real; text; text; text; real
2-1226581-1,real; text; text; text; real
2-1226970-1,real; text; text; text; real
2-12269966-1,text; text; text; text; text
2-1227065-6,dense_vector; text; text; text; text
2-12273437-1,real; text; text; text; text
2-1227448-2,text; text; text; text; text; text
2-1228208-1,real; text; text; text; real
2-1228316-1,real; text; text; text; real
2-1228457-1,real; text; text; dense_vector; text; text; text
2-12289333-4,text; dense_vector; real; real; real; real
2-12301-1,text; text; text; text; text
2-12303563-1,dense_vector; real; real; real; real
2-12312050-1,text; dense_vector; real; real; real
2-12312498-1,text; text; text; text; text; text; text; text; text; text; text; text
2-12315771-3,text; text; text; text; real
2-1233315-1,real; text; text; text; text
2-12333215-5,text; text; dense_vector; text; text
2-12333215-7,text; text; dense_vector; text; text; real
2-12334855-2,dense_vector; text; text; text; text
2-12341355-1,text; text; text; text; text
2-1234607-1,real; dense_vector; text; text; text
2-1235879-1,text; text; text; text; text; real
2-12359872-1,real; real; text; text; text; text
2-1235989-1,real; text; text; text; real
2-12366110-2,text; text; text; text; text
2-12374609-1,text; text; text; text; text; text; text
2-12378355-2,real; text; text; text; text; text; text; text
2-12382876-3,real; real; text; dense_vector; text
2-12383066-2,real; real; real; text; dense_vector; text
2-1238468-1,text; text; text; text; text; real
2-1238539-1,text; real; real; real; real; real; real; text
2-12386570-3,real; real; text; dense_vector; text
2-12388749-1,real; dense_vector; real; real; real; real
2-12392600-3,real; dense_vector; real; real; real; real
2-12394513-1,text; text; text; text; dense_vector; text
2-12394805-1,text; dense_vector; text; text; text
2-12410929-100,text; text; text; text; text
2-12410929-35,text; text; text; text; text
2-12410929-6,text; text; text; text; text
2-1241866-1,text; real; text; text; text
2-12420066-1,text; real; real; real; real
2-12424326-2,dense_vector; text; text; text; text
2-12427276-3,real; real; text; dense_vector; text
2-1243492-2,text; text; text; text; text
2-12435948-1,real; text; text; text; text
2-12438767-1,dense_vector; text; text; text; text
2-12446535-3,real; real; real; text; dense_vector; text
2-12450241-1,text; text; text; text; text; text
2-12450517-11,text; text; text; text; text; text
2-12450517-12,text; text; real; real; text
2-1245148-1,text; dense_vector; text; real; real; real
2-12464004-1,text; text; text; text; dense_vector
2-1246822-2,text; text; text; text; real
2-12475284-2,text; dense_vector; text; real; text; text
2-12478598-3,text; real; real; real; real
2-12481427-1,text; text; real; real; real; real; real
2-12481427-2,text; text; real; real; real; real; real; real; real
2-12485418-2,text; dense_vector; real; text; real; real
2-12489563-1,real; text; text; text; text; text; text
2-12489563-2,real; text; text; text; text; text
2-12501219-1,text; text; real; text; real; text
2-1251015-1,text; text; text; text; text
2-12512153-5,text; text; dense_vector; text; text
2-12512153-8,text; text; dense_vector; text; text; real
2-1251765-10,real; dense_vector; real; text; real
2-1251950-2,text; text; text; text; text; text
2-1251975-1,text; text; text; text; text; real
2-1252066-1,text; text; text; text; text; real
2-1252091-1,text; text; text; text; text; real
2-1252114-1,text; text; text; text; text; real
2-1252149-1,text; text; text; text; text; real
2-12523044-6,text; text; dense_vector; text; real
2-12526990-1,real; real; real; real; real; real; real; real
2-12535878-1,real; text; text; text; text
2-12537-3,text; text; text; text; text
2-12544301-7,text; real; text; text; text
2-1255110-9,text; text; real; real; real; real
2-1255817-2,text; text; real; text; text
2-12568321-1,real; text; dense_vector; real; text; real
2-12569321-8,text; text; text; text; text; text; text
2-12573519-9,real; text; real; real; real
2-12576820-3,real; dense_vector; text; text; real; text; text
2-12592245-1,text; real; dense_vector; text; text
2-12601141-1,text; text; text; text; text
2-12601267-1,text; text; text; text; text
2-12608427-1,text; text; real; real; real; text
2-12608427-7,text; dense_vector; text; text; text; text
2-1261748-7,text; real; real; real; real; real; real
2-12617978-10,text; text; text; text; text; text; text
2-12617978-5,text; text; text; text; real; text
2-1262363-2,dense_vector; text; text; text; text
2-12626983-6,text; text; dense_vector; text; text
2-12631319-1,text; real; real; real; real; real
2-12631771-2,text; text; text; text; text; text
2-12641798-1,text; text; dense_vector; text; text; real
2-12657786-1,text; text; text; text; text
2-12666456-2,text; text; text; real; text
2-1269221-1,dense_vector; text; text; text; text
2-1269651-1,dense_vector; text; text; text; text
2-12702607-1,text; real; real; real; real
2-12703676-2,text; text; text; text; text
2-12703978-2,text; text; text; text; text
2-1272339-1,real; text; dense_vector; text; real
2-12728719-1,real; text; text; text; text; real
2-1273047-2,text; text; dense_vector; text; text
2-12736476-1,real; text; text; text; text
2-12750027-1,text; text; text; text; text
2-12754127-2,text; real; real; text; text
2-12755786-4,text; text; text; text; real
2-1275650-1,text; text; text; real; real
2-1277120-1,text; text; text; real; real; real; text
2-12771946-7,real; text; dense_vector; text; text
2-12777110-2,real; dense_vector; real; real; real; real; real; real
2-12779528-1,text; text; text; text; text; text
2-1278594-1,real; real; text; text; text
2-12788276-3,real; text; text; dense_vector; text
2-1278862-5,text; text; dense_vector; real; real; text; text; text
2-12791809-1,real; text; text; real; text; real
2-12798716-1,real; text; text; text; text
2-128171-1,real; text; text; text; text
2-12834315-8,text; text; text; text; text; text; text; text; text; text; text; text
2-1284347-2,text; text; text; text; text; text; real; text; text
2-12853969-1,text; text; text; text; text
2-12857063-3,text; real; real; real; real
2-12865378-1,text; text; text; text; text
2-12882416-1,real; dense_vector; real; real; real; real
2-12886027-3,text; text; text; dense_vector; text
2-12886178-4,text; text; text; text; text; text; text; text; text; text; text
2-12890214-1,text; text; text; text; text; real; text
2-12898654-12,real; real; real; real; real; text; text
2-1290136-1,text; text; text; text; text
2-12913985-4,text; text; dense_vector; real; text
2-12925508-1,text; text; dense_vector; text; text; real
2-12927147-1,text; real; text; text; real; text; real; real; text; text; text; text
2-12936850-2,text; text; text; text; text
2-12937347-16,real; text; text; text; text
2-12939299-1,text; text; dense_vector; text; text; text
2-1294235-1,real; real; text; text; text; real; dense_vector
2-12945667-2,text; text; text; text; text
2-12955969-1,real; text; text; text; text
2-12959767-1,real; text; text; text; text
2-12962773-6,text; real; text; real; text
2-1296513-2,text; dense_vector; text; text; text
2-12977292-1,text; text; text; real; real; text
2-12983853-2,text; text; text; text; text; text
2-12991375-18,real; text; text; text; text
2-13001464-1,text; text; text; text; text; text; text; text; text
2-13012165-2,real; text; dense_vector; text; text
2-13018920-6,text; text; text; text; text; real; text
2-1302753-2,real; text; text; text; text
2-13041545-6,text; text; text; text; real; text
2-13046272-2,real; text; text; text; text; text
2-1305075-2,text; text; text; text; text; text; text; text
2-13054553-13,text; dense_vector; text; text; text
2-13063768-3,text; text; text; text; text
2-13070422-2,text; text; text; text; real
2-13071896-2,text; text; text; text; text
2-1307603-6,text; real; real; real; real; real; real
2-13087281-1,dense_vector; text; text; text; text
2-13119032-1,text; real; dense_vector; text; text; text
2-1313629-2,dense_vector; text; text; text; text; text
2-13153823-1,real; text; text; real; text
2-13164454-2,real; text; dense_vector; real; text
2-13168320-1,text; text; text; text; text
2-1318870-2,text; text; text; text; text; text; text; text
2-13194020-2,real; real; dense_vector; text; text; real
2-13199257-4,text; text; real; real; real; real; real
2-13205637-1,text; text; dense_vector; real; real
2-13218356-9,text; text; text; text; real; text
2-13258424-2,real; text; text; text; text; text; text
2-13258658-2,real; text; text; text; text; text; text
2-13258772-2,real; text; text; text; text; text; real
2-13280770-1,real; dense_vector; real; real; real; real
2-13291626-1,text; real; text; text; text
2-13292247-7,text; dense_vector; text; real; real; real; real
2-13312898-17,real; real; real; text; text; text
2-1332170-1,real; text; text; dense_vector; text; real
2-1332209-1,real; text; dense_vector; text; real
2-1332289-1,real; text; dense_vector; text; real
2-13330057-1,text; text; text; text; text
2-13341768-56,text; text; real; text; real
2-13535187-3,text; text; text; text; text
2-13535631-4,real; text; dense_vector; real; real
2-1354805-4,dense_vector; text; text; text; text; text; text; text; text
2-13552019-3,text; text; text; text; text
2-13552019-6,text; text; text; text; text
2-13553506-4,text; text; text; text; text
2-13554889-6,text; text; text; text; real; real; real; real
2-1355491-1,real; text; text; text; real
2-13599687-6,text; text; real; real; text
2-1360863-3,real; text; real; real; real
2-1363152-1,text; text; text; text; real; real
2-1365799-2,text; dense_vector; text; real; text
2-13741576-4,text; text; text; text; text; text; text; text; text; text; text
2-13741576-5,text; text; text; text; text; text; text; text; text; text; text
2-13742683-3,dense_vector; text; real; text; real
2-13759592-1,text; dense_vector; real; text; real; text; text
2-13798309-1,real; text; text; text; text
2-13810103-1,real; text; text; text; text
2-13811982-2,text; text; text; text; dense_vector
