Table ID,Headers
2-10644188-4,Total tenure rank; Uninterrupted rank; Name; Total tenure time; Uninterrupted time
2-10647310-1,Lane; Name; Nationality; Split (50m); Time
2-10649389-3,Rank; Nation; Gold; Silver; Bronze; Total
2-10649583-2,Week; Date; Opponent; Result; Attendance
2-10650539-2,Week; Date; Opponent; Result; Attendance
2-10650887-1,Week; Date; Opponent; Result; Attendance
2-10650887-2,Week; Date; Opponent; Result; Attendance
2-10651649-2,Week; Date; Opponent; Result; Attendance
2-10651758-1,Week; Date; Opponent; Result; Attendance
2-106539-7,Country; Year (most recent); Adult (15+) Literacy Rate Total; Adult Men; Adult Women; Youth (15-24) Literacy Rate Total; Youth Men; Youth Women
2-10661133-1,Team; Game; Draw; Loss; Goal Gain; Goal Loss; Goal Diff; Point
2-10663439-1,Entrant; Constructor; Chassis; Engine; Driver
2-10672413-2,Week; Date; Opponent; Result; Attendance
2-10674121-1,Driver; Car #; Make; Points; Laps; Winnings
2-10689762-6,Conference; # of Bids; Record; Win %; Round of 32; Sweet Sixteen; Elite Eight; Final Four; Championship Game
2-10701045-10,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10701045-4,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10701045-5,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10701045-8,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10712301-4,Area; Advertisement date; Block; Winning applicant; Ensemble name
2-10717762-1,Neighbourhood; Population (2012); Population (2009); Change (%); Dwellings; Area (km 2 ); Density (people/km 2 )
2-1071782-3,District; Name; Party; Residence; Assumed office; Next election
2-10719633-1,Week; Date; Opponent; Result; Game site; Attendance
2-10724559-5,Rank; Name; Club; Season; Length
2-1074011-3,Incident No.; Date; Place; Killed; Injured
2-1074616-8,Player; Tries; Conv; Pens; Drop; Venue; Date
2-10746200-12,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-1074629-9,Player; Tries; Conv; Pens; Venue; Date
2-10746808-14,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10747009-11,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10747009-3,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10747009-6,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10747009-7,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10747104-2,Municipality; Inhabitants; Mayor; Party; Election
2-10749367-1,Learner driver; Partner; Driver's Age; Years on learners; Licence test attempts; Passed Yet
2-10749367-3,Air Date; Challenge; Winner; Test-taker; Passed?
2-1075064-2,Date; Tournament; Winning score; Margin of victory; Runner(s)-up
2-10750694-10,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10750694-6,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10760098-2,Event; Time; Nationality; Date; Meet; Location
2-107642-1,Tujunga; La Crescenta- Montrose; Glendale; La Cañada Flintridge; Pasadena
2-10766119-5,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10767118-18,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10767641-10,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10767641-13,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10767641-6,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10775038-11,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10775038-5,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10775890-17,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10776330-1,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10776330-10,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10776330-8,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10776868-17,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10776868-2,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10776868-5,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-1077708-2,Region; Year; Label; Format; Catalog
2-10780927-1,Driver; Car #; Make; Points; Laps; Winnings
2-10786264-2,Res.; Record; Opponent; Method; Round; Time; Location
2-10789881-12,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10789881-13,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10790099-18,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10790099-2,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10790397-5,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10790510-17,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10790510-2,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10790804-10,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10801190-1,Color; mass (g/mol); Absorb (nm); Emit (nm); ε (M -1 cm -1 )
2-1080294-2,Date; Tournament; Winning score; To par; Margin of victory
2-10806194-12,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10806194-17,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10806592-18,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10806592-5,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10806592-7,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10806852-18,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10807990-1,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10808089-10,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10808089-6,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10808089-7,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-1080823-1,System; Band; Uplink (MHz); Downlink (MHz); Channel number
2-10808346-10,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10808346-16,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10808681-16,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10808681-17,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10808681-8,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10808933-4,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10809142-16,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10809142-17,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10809142-8,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10809157-11,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10809157-18,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10809157-9,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10809271-2,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10809271-5,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10809271-9,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10809351-10,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10809368-9,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10809444-12,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10809444-17,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10809444-3,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10809444-7,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10809529-17,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10809529-18,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10809529-4,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10809529-7,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10809823-12,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10809823-22,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10809823-3,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10809823-5,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10812293-8,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
2-10813310-8,Date; Competition; Venue; Result; Score; Tries; Goals
2-10814429-3,Peak; Height (m); Prom. (m); Class; Parent
2-10814483-2,Date; Opponent; Bulls.; Opp.; Venue
2-10814483-4,Team; Played; Drew; Lost; Against; Difference; Points
2-10815352-3,League; Sport; Season; Total attendance; Average attendance
2-10821192-3,Bowl; Score; Season; Opponent; Stadium; Location; Attendance; Head coach
2-10823048-3,Driver; Team; Laps; Time/Retired; Grid; Points
2-10823950-10,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10823950-16,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10824095-2,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10824095-8,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10826385-17,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10826385-2,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10831471-35,Athlete; Event; Snatch; Clean & Jerk; Total
2-10834670-1,CERCLIS ID; Name; County; Proposed; Listed; Construction completed; Partially deleted; Deleted
2-10834723-1,CERCLIS ID; County; Proposed; Listed; Construction completed; Partially deleted; Deleted
2-1083851-1,Team; Home city; Stadium; Capacity; 2011–12 season
2-10856203-2,Date; Tournament; Winning score; To par; Margin of victory; Runner-up
2-1085958-1,Member; Party; Electorate; State; Term in office
2-10869537-10,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10869646-18,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10883333-18,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10887379-18,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10887379-6,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10887379-7,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10887680-5,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10890692-1,Grade; Points; Sit-up (reps); Standing Broad Jump (cm); Chin-up (reps); Shuttle Run (sec); 2.4km Run (min:sec)
2-1089531-2,Date; Venue; Score; Result; Competition
2-1090916-2,Vehicle Numbers; Vehicle Types; Livery; Location; Status
2-10926568-3,Production no.; Episode no.; Original Airdate; Episode Title; Host
2-10932739-3,Stellar mass ( M☉ ); Planetary mass ( M⊕ ); Lum. (L 0 ); Type; RHAB ( AU ); RV (cm/s); Period (days)
2-10936143-1,Date; Venue; Score; Result; Competition
2-10944289-5,Date; Visiting Team; Final Score; Host Team; Stadium
2-10961088-1,Date; Team 1; Team 2; Winner; Delta; Score
2-10961674-3,ATHLETE; FINAL; LANE; SEMI; QUART; HEAT
2-10966872-4,Superlative; Actor; Record Set; Year; Notes
2-10966872-6,Superlative; Actor; Record Set; Year; Notes
2-10970703-1,Year; Yards; Avg.; Net Avg.; In 20
2-10970776-3,Rank; Nation; Gold; Silver; Bronze; Total
2-1097158-4,Region; Date; Label; Format; Catalogue
2-10975034-4,Pick #; CFL Team; Player; Position; College
2-10983884-1,Goal; Date; Venue; Score; Result; Competition
2-10996155-1,Week; Date; Opponent; Result; Attendance
2-10996789-2,Week; Date; Opponent; Result; Attendance
2-11002152-2,Outcome; Date; Tournament; Surface; Opponent; Score
2-11025881-4,Rank; Name; Nation; Points; Places
2-11027134-1,Source; Date; Cardwell; Jones; Knight; Lanier; Martin
2-11035100-2,Date; Venue; Score; Result; Competition
2-11036258-12,Rank; Nation; Gold; Silver; Bronze; Total
2-1104515-3,D 41 O; D 42 O; D 43 O; D 44 O; D 45 +; R 55 +; R 54 +; R 53 +; R 52 O; R 51 O
2-11045442-1,Driver; Car #; Make; Points; Laps; Winnings
2-11051840-4,NGC number; Object type; Constellation; Right ascension ( J2000 ); Declination ( J2000 )
2-11054706-1,Year; Utah Mr. Basketball; High school; Class; College
2-1105741-2,Year; Team; Chassis; Engine; Tyres; Points
2-1106979-2,D 49; D 48; D 47; D 46; D 45; D 44; D 43; D 42; D 41; D 40
2-11083364-2,Date; Tournament; Winning score; Margin of victory; Runner-up
2-1108995-1,Goal; Date; Venue; Score; Result; Competition
2-11095811-60,Team 1; Agg.; Team 2; 1st leg; 2nd leg
2-11097691-3,NGC number; Object type; Constellation; Right ascension ( J2000 ); Declination ( J2000 ); Apparent magnitude
2-11099297-1,Date(s) conducted; Polling organisation/client; Cons; Plaid Cymru; Lib Dem; Others; Lead
2-11099297-3,Constituency; Conservative; Labour; Liberal Democrats; Plaid Cymru; Result
2-11100973-1,Party; Constituency Seats; Regional Seats; Total Seats; Seat Change
2-11100973-6,Rank; Constituency; Winning party 2007; Swing to gain; LD's place 2007; Result
2-11115098-8,Date; Round; Opponents; H / A; Result F–A; Attendance
2-1111600-6,Model; Build year; Total produced; Wheel arrangement; Prime mover; Power output
2-11128658-1,Season; Belonging league; Matches; league point; Draw; Lose; Goal difference; Point; Lost point; Final rank
2-11129123-1,Episode Air Date; Audition City; Date; First Audition Venue; Callback Date; Callback Venue; Golden Tickets
